+------------------+-------+
| Unigram          | Count |
| ('large', 'puddle')              |     4 |
| ('roads', 'area')                |     4 |
| ('full', 'width')                |     4 |
| ('road', 'water')                |     4 |
| ('water', 'dirty')               |     4 |
| ('ground', 'floor')              |     4 |
| ('river', 'forth')               |     4 |
| ('running', 'road')              |     4 |
| ('road', 'passable')             |     4 |
| ('flooding', 'nearby')           |     4 |
| ('across', 'road')               |     4 |
| ('six', 'inches')                |     4 |
| ('flooded', 'impassable')        |     4 |
| ('localised', 'flooding')        |     4 |
| ('water', 'burst')               |     4 |
| ('road', 'bridge')               |     4 |
| ('water', 'rising')              |     3 |
| ('flooding', 'railway')          |     3 |
| ('flooding', 'street')           |     3 |
| ('rain', 'water')                |     3 |
| ('cornton', 'road')              |     3 |
| ('run', 'water')                 |     3 |
| ('heading', 'nearby')            |     3 |
| ('nearby', 'roads')              |     3 |
| ('two', 'roads')                 |     3 |
| ('vehicles', 'multiple')         |     3 |
| ('gardens', 'nearby')            |     3 |
| ('river', 'road')                |     3 |
| ('burst', 'bank')                |     3 |
| ('bridge', 'road')               |     3 |
| ('multiple', 'locations')        |     3 |
| ('st', 'andrews')                |     3 |
| ('river', 'dee')                 |     3 |
| ('b', 'cornton')                 |     3 |
| ('main', 'street')               |     3 |
| ('jed', 'burst')                 |     3 |
| ('levels', 'high')               |     3 |
| ('mains', 'heavy')               |     3 |
| ('rivers', 'streams')            |     3 |
| ('across', 'full')               |     3 |
| ('field', 'runoff')              |     3 |
| ('housing', 'estates')           |     3 |
| ('water', 'still')               |     3 |
| ('ankle', 'deep')                |     3 |
| ('along', 'road')                |     3 |
| ('rear', 'house')                |     3 |
| ('water', 'foot')                |     3 |
| ('river', 'teviot')              |     3 |
| ('flooding', 'affecting')        |     3 |
| ('water', 'cruden')              |     3 |
| ('water', 'mains')               |     3 |
| ('extensive', 'flooding')        |     3 |
| ('area', 'water')                |     3 |
| ('flooding', 'caused')           |     3 |
| ('house', 'road')                |     3 |
| ('may', 'affected')              |     3 |
| ('coming', 'fields')             |     3 |
| ('water', 'levels')              |     3 |
| ('caused', 'river')              |     3 |
| ('river', 'urie')                |     3 |
| ('river', 'jed')                 |     3 |
| ('cut', 'two')                   |     3 |
| ('water', 'river')               |     3 |
| ('road', 'blocked')              |     3 |
| ('impassable', 'foot')           |     3 |
| ('approx', 'ft')                 |     3 |
| ('locations', 'impassable')      |     3 |
| ('burn', 'rear')                 |     3 |
| ('road', 'completely')           |     3 |
| ('extensive', 'runoff')          |     3 |
| ('extreme', 'care')              |     3 |
| ('area', 'flooding')             |     3 |
| ('water', 'entering')            |     3 |
| ('dighty', 'burn')               |     3 |
| ('one', 'direction')             |     3 |
| ('water', 'run')                 |     3 |
| ('next', 'door')                 |     3 |
| ('burn', 'flooding')             |     3 |
| ('run', 'fields')                |     3 |
| ('sewers', 'water')              |     3 |
| ('estates', 'cut')               |     3 |
| ('affecting', 'properties')      |     3 |
| ('water', 'runoff')              |     3 |
| ('river', 'enrick')              |     3 |
| ('fields', 'flooded')            |     3 |
| ('surrounding', 'fields')        |     3 |
| ('flooded', 'multiple')          |     3 |
| ('flooding', 'fields')           |     3 |
| ('depth', 'road')                |     3 |
| ('flood', 'plain')               |     3 |
| ('banks', 'heading')             |     3 |
| ('multiple', 'housing')          |     3 |
| ('road', 'due')                  |     3 |
| ('river', 'gryffe')              |     2 |
| ('back', 'gardens')              |     2 |
| ('fast', 'water')                |     2 |
| ('water', 'across')              |     2 |
| ('roads', 'properties')          |     2 |
| ('flooded', 'depth')             |     2 |
| ('inches', 'dirty')              |     2 |
| ('cope', 'rain')                 |     2 |
| ('high', 'level')                |     2 |
| ('flooding', 'next')             |     2 |
| ('leaking', 'gas')               |     2 |
| ('bredth', 'road')               |     2 |
| ('fire', 'attendance')           |     2 |
| ('completely', 'coveting')       |     2 |
| ('also', 'running')              |     2 |
| ('adjacent', 'fields')           |     2 |
| ('water', 'also')                |     2 |
| ('feet', 'water')                |     2 |
| ('highest', 'level')             |     2 |
| ('streams', 'sea')               |     2 |
| ('flooded', 'cars')              |     2 |
| ('street', 'bridge')             |     2 |
| ('east', 'ayrshire')             |     2 |
| ('sewer', 'cover')               |     2 |
| ('banks', 'flood')               |     2 |
| ('broadshade', 'crescent')       |     2 |
| ('water', 'depth')               |     2 |
| ('water', 'round')               |     2 |
| ('foot', 'water')                |     2 |
| ('ft', 'depth')                  |     2 |
| ('running', 'properties')        |     2 |
| ('bus', 'route')                 |     2 |
| ('police', 'fire')               |     2 |
| ('carriage', 'way')              |     2 |
| ('several', 'inches')            |     2 |
| ('severe', 'flooding')           |     2 |
| ('raining', 'day')               |     2 |
| ('causewayhead', 'roundabout')   |     2 |
| ('care', 'pm')                   |     2 |
| ('rain', 'caused')               |     2 |
| ('kennedy', 'drive')             |     2 |
| ('water', 'flood')               |     2 |
| ('caravan', 'site')              |     2 |
| ('towards', 'road')              |     2 |
| ('stirling', 'road')             |     2 |
| ('full', 'road')                 |     2 |
| ('flooding', 'possil')           |     2 |
| ('local', 'authority')           |     2 |
| ('line', 'bridge')               |     2 |
| ('cross', 'road')                |     2 |
| ('rising', 'bridge')             |     2 |
| ('due', 'runoff')                |     2 |
| ('rain', 'forecast')             |     2 |
| ('water', 'sewage')              |     2 |
| ('got', 'stuck')                 |     2 |
| ('meters', 'long')               |     2 |
| ('private', 'properties')        |     2 |
| ('road', 'car')                  |     2 |
| ('winchburgh', 'broxburn')       |     2 |
| ('runs', 'parallel')             |     2 |
| ('flood', 'sewers')              |     2 |
| ('river', 'croy')                |     2 |
| ('entire', 'bredth')             |     2 |
| ('banks', 'flowing')             |     2 |
| ('farmers', 'field')             |     2 |
| ('culvert', 'running')           |     2 |
| ('inches', 'depth')              |     2 |
| ('calor', 'gas')                 |     2 |
| ('stream', 'back')               |     2 |
| ('lade', 'backing')              |     2 |
| ('water', 'covering')            |     2 |
| ('house', 'address')             |     2 |
| ('door', 'neighbours')           |     2 |
| ('one', 'lane')                  |     2 |
| ('get', 'house')                 |     2 |
| ('water', 'ground')              |     2 |
| ('flowing', 'road')              |     2 |
| ('sewage', 'works')              |     2 |
| ('coming', 'ground')             |     2 |
| ('approaching', 'properties')    |     2 |
| ('clachan', 'burn')              |     2 |
| ('covering', 'sides')            |     2 |
| ('pouring', 'onto')              |     2 |
| ('urie', 'burst')                |     2 |
| ('fields', 'lying')              |     2 |
| ('cm', 'water')                  |     2 |
| ('flowing', 'street')            |     2 |
| ('mains', 'estate')              |     2 |
| ('traffic', 'slow')              |     2 |
| ('flooded', 'grass')             |     2 |
| ('local', 'burn')                |     2 |
| ('river', 'ettrick')             |     2 |
| ('loch', 'burn')                 |     2 |
| ('watercourse', 'rear')          |     2 |
| ('park', 'avenue')               |     2 |
| ('gardens', 'properties')        |     2 |
| ('flooding', 'roads')            |     2 |
| ('esk', 'river')                 |     2 |
| ('fields', 'water')              |     2 |
| ('field', 'run')                 |     2 |
| ('coming', 'river')              |     2 |
| ('nearby', 'bridge')             |     2 |
| ('street', 'flooded')            |     2 |
| ('flooding', 'properties')       |     2 |
| ('station', 'called')            |     2 |
| ('croy', 'overflow')             |     2 |
| ('hard', 'shoulder')             |     2 |
| ('field', 'flood')               |     2 |
| ('un', 'named')                  |     2 |
| ('attendance', 'oil')            |     2 |
